from_postcode,BR68ND,CR77YE,E111NR,E11FR,E138SL,E96SR,EN53DJ,HA13UJ,KT27QB,N181QX,NW12BU,NW32QG,RM70AG,SE136LH,SE17EH,SE59RS,SM51AA,SW109NH,SW170QT,TW76AF,UB83NN,W68RF
Sutton 014E,22.5288,11.7859,35.9835,24.4062,30.7685,31.1857,44.1189,32.333,9.9085,37.8609,23.8847,27.5352,43.806,22.1116,19.0869,16.688,4.172,17.2095,9.8042,19.817,31.9158,18.1482
Sutton 015A,19.2955,8.5526,35.5663,23.8847,30.3513,30.7685,44.849,33.7932,13.4547,38.4867,24.5105,28.2653,43.3888,20.1299,19.0869,16.4794,3.8591,17.9396,10.5343,23.3632,39.4254,18.774
Sutton 015B,19.3998,8.344,35.462,23.8847,30.247,30.6642,45.1619,34.2104,14.7063,33.376,24.9277,28.5782,43.2845,20.1299,18.9826,16.3751,3.7548,18.2525,9.6999,24.0933,39.7383,19.1912
Sutton 015C,18.2525,7.5096,34.6276,23.0503,29.4126,29.8298,44.3275,33.376,13.9762,32.5416,24.0933,27.7438,42.4501,19.0869,18.1482,15.5407,2.9204,17.4181,8.8655,25.5535,38.9039,18.3568
Sutton 015D,19.1912,8.344,34.5233,22.946,29.4126,29.8298,43.806,32.7502,12.4117,37.548,23.5718,27.2223,42.3458,20.0256,18.774,15.5407,2.3989,16.8966,9.4913,25.032,38.3824,17.8353
Sutton 015E,18.8783,7.8225,34.9405,23.3632,29.7255,30.1427,45.0576,34.0018,14.602,32.8545,22.1116,28.4739,42.763,19.7127,18.4611,15.8536,3.6505,18.1482,9.5956,23.989,39.634,19.0869
Sutton 016A,22.2159,11.3687,36.4007,24.8234,31.1857,31.6029,44.5361,32.333,9.9085,38.2781,24.3019,27.9524,86.3604,22.5288,19.5041,17.1052,4.5892,17.6267,10.3257,19.817,53.6102,18.5654
Sutton 016B,22.8417,12.0988,36.2964,24.7191,31.0814,31.4986,46.6221,31.7072,9.1784,46.935,24.1976,27.8481,44.1189,22.4245,19.3998,17.0009,4.4849,17.5224,10.1171,19.1912,31.29,18.4611
Sutton 016C,22.8417,11.9945,37.0265,25.4492,31.8115,32.2287,45.1619,32.8545,10.43,38.9039,24.9277,28.5782,86.1518,23.1546,20.1299,17.731,5.215,18.2525,10.9515,20.3385,53.5059,19.1912
Sutton 016D,23.8847,11.9945,36.1921,24.5105,30.9771,31.3943,46.1006,31.1857,8.7612,46.4135,24.0933,27.7438,44.0146,22.3202,19.2955,16.7923,4.3806,17.4181,10.0128,18.6697,30.7685,17.9396
Sutton 016E,21.903,11.0558,36.6093,24.9277,31.3943,31.8115,44.7447,32.9588,10.43,38.4867,24.5105,28.161,86.569,22.7374,19.7127,17.2095,4.7978,17.8353,10.43,20.4428,32.5416,18.774
Sutton 017A,17.1052,6.8838,35.5663,23.8847,30.3513,30.7685,44.6404,36.6093,17.2095,33.4803,22.7374,28.0567,77.9121,17.8353,19.0869,16.4794,6.258,20.0256,11.3687,28.8911,70.7154,21.6944
Sutton 017B,17.6267,7.5096,34.7319,23.1546,29.5169,29.9341,43.3888,34.6276,15.2278,32.6459,21.903,26.8051,42.5544,18.4611,18.2525,15.645,4.172,17.6267,9.387,26.8051,40.1555,19.6084
Sutton 017C,17.731,7.6139,34.6276,23.0503,29.5169,29.9341,43.3888,34.6276,15.1235,32.6459,21.903,26.8051,42.4501,18.5654,18.2525,15.645,4.172,17.6267,9.2827,26.8051,40.1555,19.6084
Sutton 017D,17.0009,6.8838,35.462,23.8847,30.3513,30.7685,44.6404,34.9405,15.5407,33.376,22.7374,28.0567,78.5379,17.8353,18.9826,16.4794,4.4849,17.9396,9.5956,27.118,40.4684,19.9213
Sutton 017E,17.1052,6.8838,35.5663,23.989,30.3513,30.7685,44.7447,35.3577,15.9579,33.4803,22.7374,28.0567,78.6422,17.9396,19.0869,16.4794,5.0064,18.4611,10.1171,27.6395,40.9899,20.3385
Sutton 018A,21.3815,10.5343,36.0878,24.4062,30.8728,31.29,44.2232,33.1674,12.0988,37.9652,23.989,27.6395,43.806,22.2159,19.1912,16.688,4.2763,17.3138,9.9085,22.0073,38.7996,18.2525
Sutton 018B,22.4245,11.6816,37.1308,25.5535,31.9158,32.4373,45.3705,34.3147,11.9945,39.0082,25.032,28.7868,86.0475,23.2589,20.3385,17.8353,5.3193,18.4611,11.0558,21.903,65.1875,19.2955
Sutton 018C,20.86,10.1171,35.5663,23.989,30.4556,30.8728,43.806,32.7502,11.5773,37.4437,23.4675,27.2223,43.3888,21.6944,18.774,16.2708,3.8591,16.8966,9.4913,21.5901,38.3824,17.731
Sutton 018D,21.7987,10.9515,36.505,24.9277,31.29,31.7072,44.6404,33.6889,11.2644,38.3824,24.4062,28.0567,86.4647,22.6331,19.6084,17.2095,4.6935,17.731,10.3257,21.1729,54.236,18.6697
Sutton 018E,21.2772,10.43,35.9835,24.3019,30.7685,31.1857,44.1189,33.1674,11.473,37.8609,23.8847,27.5352,43.806,22.1116,19.0869,16.688,4.172,17.2095,9.8042,21.3815,38.6953,18.1482
Sutton 019A,17.4181,7.301,35.8792,24.3019,30.6642,31.0814,45.0576,36.9222,17.6267,33.7932,23.0503,28.4739,77.3906,18.2525,19.3998,16.7923,6.5709,20.3385,11.7859,29.204,71.6541,22.0073
Sutton 019B,15.8536,5.7365,34.3147,22.7374,29.204,29.6212,43.4931,35.462,17.2095,32.333,21.5901,26.9094,42.1372,16.688,17.8353,15.3321,6.1537,18.8783,10.3257,28.7868,42.1372,21.5901
Sutton 019C,16.4794,6.3623,34.9405,23.3632,29.7255,30.1427,44.1189,35.9835,17.731,32.8545,22.1116,27.5352,77.9121,17.3138,18.4611,15.8536,6.7795,19.3998,10.9515,29.4126,42.763,22.2159
Sutton 019D,17.3138,7.1967,35.7749,24.1976,30.6642,31.0814,44.9533,36.9222,17.5224,33.7932,23.0503,28.3696,77.2863,18.1482,19.3998,16.7923,6.5709,20.3385,11.6816,29.204,71.6541,22.0073
Sutton 019E,16.5837,6.3623,35.0448,23.3632,29.8298,30.247,44.1189,36.0878,16.4794,32.9588,22.2159,27.5352,78.1207,17.3138,18.5654,15.9579,5.4236,19.5041,10.6386,28.0567,41.4071,20.86
Sutton 020A,18.4611,8.344,36.9222,25.3449,31.7072,32.2287,45.7877,34.8362,15.4364,34.8362,24.0933,29.204,79.9981,19.2955,20.4428,17.9396,4.3806,18.8783,10.3257,24.7191,66.9606,19.817
Sutton 020B,18.1482,8.0311,36.7136,25.032,31.4986,31.9158,46.5178,35.462,16.0622,34.6276,23.8847,29.8298,79.7895,18.9826,20.2342,17.6267,5.0064,18.8783,10.6386,27.6395,41.0942,20.4428
Sutton 020C,17.2095,6.9881,35.6706,24.0933,30.4556,30.8728,44.849,35.1491,15.7493,33.5846,22.8417,28.2653,78.7465,18.0439,19.1912,16.5837,4.6935,18.0439,9.8042,27.3266,40.7813,20.1299
Sutton 020D,17.8353,7.6139,36.2964,24.7191,31.0814,31.4986,45.4748,35.3577,15.9579,34.2104,23.4675,28.8911,79.3723,18.6697,19.817,17.2095,5.0064,18.8783,10.5343,27.6395,40.9899,20.3385
Sutton 020E,17.8353,7.7182,36.2964,24.7191,31.1857,31.6029,45.4748,35.6706,16.2708,34.3147,23.5718,28.8911,80.311,18.6697,19.817,17.3138,5.3193,18.774,10.43,27.9524,70.1939,20.7557
Sutton 021A,22.3202,12.0988,37.3394,25.7621,32.2287,32.6459,45.5791,34.5233,14.0805,39.2168,25.2406,28.9954,85.4217,23.4675,20.5471,18.0439,5.6322,18.6697,11.2644,23.989,64.5617,19.5041
Sutton 021B,20.4428,11.2644,36.7136,25.1363,31.6029,32.0201,44.9533,33.8975,12.7246,38.591,24.6148,28.3696,85.4217,22.8417,19.9213,17.4181,5.0064,18.0439,10.6386,22.7374,64.666,18.8783
Sutton 021C,20.7557,9.9085,36.2964,24.7191,31.1857,31.6029,44.5361,33.4803,12.3074,38.1738,24.1976,27.9524,86.3604,22.5288,19.5041,17.0009,4.5892,17.6267,10.2214,22.3202,39.1125,18.4611
Sutton 021D,20.2342,9.4913,36.7136,25.1363,31.4986,31.9158,44.849,33.8975,12.7246,38.591,24.6148,28.2653,86.569,21.0686,19.817,17.4181,3.9634,17.9396,10.6386,22.6331,39.4254,18.8783
Sutton 021E,20.4428,10.2214,37.4437,25.8664,32.2287,32.6459,45.5791,34.6276,13.4547,39.3211,25.3449,28.9954,86.1518,21.1729,20.5471,18.1482,5.6322,18.6697,11.3687,23.3632,65.2918,19.6084
Sutton 022A,20.4428,10.2214,37.548,25.9707,32.333,32.7502,48.3952,36.6093,14.0805,42.1372,28.0567,31.8115,85.4217,21.2772,23.3632,18.4611,5.8408,21.4858,14.0805,24.0933,64.5617,22.4245
Sutton 022B,20.5471,10.43,37.4437,25.8664,32.333,32.7502,45.6834,34.6276,13.4547,39.3211,25.3449,29.0997,85.7346,21.3815,20.6514,18.1482,5.7365,18.774,11.3687,23.4675,64.9789,19.6084
Sutton 022C,18.774,8.6569,36.0878,24.5105,30.8728,31.3943,45.7877,34.8362,15.4364,34.0018,25.5535,29.204,82.9185,19.6084,19.6084,17.0009,4.3806,18.8783,10.3257,24.7191,66.4391,19.817
Sutton 022D,19.9213,9.6999,37.0265,25.3449,31.8115,32.2287,46.7264,35.6706,15.1235,34.9405,26.3879,30.1427,82.5013,20.7557,20.5471,17.9396,5.3193,19.817,11.2644,25.1363,65.6047,20.6514
Sutton 022E,19.5041,9.2827,36.2964,24.7191,31.0814,31.6029,45.2662,34.3147,13.8719,34.2104,25.032,28.6825,87.2991,20.2342,19.817,17.3138,4.5892,18.3568,10.9515,23.7804,66.4391,19.2955
Sutton 024A,18.1482,8.0311,36.6093,25.032,31.4986,31.9158,45.7877,36.505,17.1052,34.6276,23.8847,29.204,79.7895,18.9826,20.1299,17.6267,6.0494,19.5041,11.2644,28.6825,69.6724,21.4858
Sutton 024B,17.8353,7.7182,36.2964,24.7191,31.0814,31.4986,45.4748,37.3394,18.0439,34.2104,23.4675,28.8911,76.0347,18.6697,19.817,17.2095,6.9881,20.7557,12.2031,29.6212,70.2982,22.4245
Sutton 024C,19.0869,8.8655,37.548,25.9707,32.333,32.7502,46.5178,35.5663,16.1665,35.462,24.7191,29.9341,80.6239,19.9213,21.0686,18.4611,5.1107,19.6084,11.0558,25.4492,67.1692,20.5471
Sutton 024D,22.4245,12.3074,40.8856,29.3083,35.7749,36.1921,50.064,45.5791,22.1116,38.9039,28.161,33.4803,78.0164,23.2589,24.4062,21.903,10.1171,25.4492,15.3321,32.1244,67.8993,28.8911
Sutton 025A,22.3202,12.9332,37.9652,26.3879,32.7502,33.1674,46.1006,34.3147,11.8902,39.8426,25.8664,29.5169,85.1088,24.0933,21.0686,18.6697,6.1537,19.1912,11.8902,21.7987,53.6102,20.1299
Sutton 025B,21.7987,11.5773,38.3824,26.8051,33.2717,33.6889,46.6221,34.7319,12.3074,40.2598,26.2836,30.0384,84.5873,24.5105,21.5901,19.0869,6.6752,19.7127,12.3074,22.2159,63.7273,20.5471
Sutton 025C,22.1116,11.3687,37.3394,25.7621,32.2287,32.6459,45.5791,33.7932,11.2644,39.2168,25.2406,28.9954,85.7346,23.5718,20.5471,18.0439,5.6322,18.6697,11.2644,21.2772,54.3403,19.5041
Sutton 025D,24.5105,14.3934,41.3028,29.7255,36.0878,36.505,51.9414,37.0265,13.6633,52.3586,31.9158,35.6706,83.5443,27.4309,24.4062,22.0073,9.4913,25.3449,15.1235,23.5718,52.9844,23.8847
Sutton 025E,23.4675,12.7246,37.7566,26.075,32.5416,32.9588,52.0457,37.1308,13.7676,52.4629,25.6578,29.3083,85.8389,23.8847,20.86,18.3568,5.9451,18.9826,11.5773,23.6761,53.0887,19.9213
Tower Hamlets 001A,25.7621,21.3815,9.2827,3.9634,7.9268,4.5892,30.5599,27.8481,25.7621,18.0439,9.6999,12.9332,22.4245,13.9762,9.8042,12.4117,23.8847,15.8536,18.8783,27.5352,36.8179,18.0439
Tower Hamlets 001B,25.4492,21.7987,8.9698,4.2763,7.6139,2.9204,30.247,28.161,26.1793,17.731,10.0128,13.2461,22.1116,13.7676,10.1171,12.7246,24.1976,16.2708,19.1912,27.8481,37.1308,18.3568
Tower Hamlets 001C,25.2406,22.6331,8.9698,5.1107,7.5096,2.9204,30.247,28.6825,27.0137,17.731,10.5343,13.7676,22.0073,13.559,11.0558,13.559,25.032,18.5654,20.0256,30.1427,37.7566,20.7557
Tower Hamlets 001D,25.1363,21.2772,8.7612,3.8591,7.301,3.9634,30.0384,27.7438,25.7621,17.5224,9.5956,12.8289,21.7987,13.4547,9.6999,12.3074,23.7804,15.8536,18.774,27.4309,36.7136,17.9396
Tower Hamlets 002A,27.9524,19.3998,9.2827,1.8774,10.1171,2.9204,29.8298,25.4492,23.7804,10.9515,7.301,10.5343,22.3202,16.2708,7.8225,10.3257,21.7987,14.9149,16.7923,26.4922,34.5233,17.5224
Tower Hamlets 002B,27.8481,19.1912,9.387,1.6688,10.0128,3.129,29.9341,25.6578,23.5718,11.1601,7.5096,10.7429,22.5288,16.0622,7.6139,10.1171,21.5901,15.1235,16.5837,26.7008,34.6276,17.731
Tower Hamlets 002C,27.9524,19.2955,9.4913,1.8774,10.1171,3.129,29.5169,25.1363,23.7804,11.2644,6.9881,10.2214,22.5288,16.2708,7.7182,10.3257,21.7987,14.602,16.7923,26.1793,34.2104,17.3138
Tower Hamlets 002D,27.0137,20.5471,10.5343,3.129,9.1784,3.129,23.4675,26.1793,25.032,19.2955,8.0311,11.2644,23.6761,15.2278,8.9698,11.5773,23.0503,15.645,18.0439,27.2223,35.1491,18.2525
Tower Hamlets 003A,25.5535,20.4428,9.1784,2.9204,7.7182,4.3806,30.4556,28.5782,24.8234,17.9396,10.43,13.6633,22.2159,13.8719,8.8655,11.3687,22.8417,14.9149,17.8353,26.4922,37.548,17.1052
Tower Hamlets 003B,26.075,20.2342,11.0558,2.7118,8.2397,2.9204,32.333,28.3696,24.6148,19.817,10.2214,13.4547,21.2772,14.2891,8.6569,11.1601,22.6331,14.7063,17.6267,26.2836,37.3394,16.7923
Tower Hamlets 003C,25.3449,19.9213,10.3257,2.5032,7.5096,5.6322,31.6029,28.161,24.4062,19.0869,9.9085,13.1418,20.5471,13.6633,8.344,10.9515,22.4245,14.4977,17.4181,26.075,37.1308,16.5837
Tower Hamlets 003D,25.8664,21.0686,9.4913,3.5462,8.0311,4.6935,30.7685,27.4309,25.4492,18.2525,9.2827,12.516,22.5288,14.1848,9.4913,11.9945,23.4675,15.5407,18.4611,27.118,36.4007,17.731
Tower Hamlets 003E,26.3879,20.5471,9.6999,3.0247,8.5526,3.0247,30.9771,27.0137,24.9277,18.4611,8.7612,11.9945,22.7374,14.7063,8.9698,11.473,22.946,15.0192,18.0439,26.5965,35.9835,17.2095
Tower Hamlets 004A,24.5105,21.7987,8.7612,4.3806,6.6752,4.0677,30.1427,30.0384,26.2836,17.5224,11.7859,15.0192,19.7127,12.8289,10.2214,12.8289,24.3019,16.3751,19.2955,27.9524,39.0082,18.4611
Tower Hamlets 004C,24.9277,20.2342,10.0128,2.7118,7.1967,5.215,31.29,28.3696,24.6148,18.774,10.2214,13.4547,20.1299,13.2461,8.6569,11.1601,22.6331,14.7063,17.6267,26.2836,37.3394,16.8966
Tower Hamlets 004D,24.9277,20.86,10.0128,3.3376,7.1967,5.215,31.29,28.9954,25.2406,18.774,10.8472,14.0805,20.1299,13.2461,9.2827,11.7859,23.2589,15.3321,18.2525,26.9094,37.9652,17.5224
Tower Hamlets 004E,25.032,21.7987,8.6569,4.2763,7.301,3.8591,29.9341,28.2653,26.1793,17.4181,10.0128,13.2461,21.6944,13.3504,10.2214,12.8289,24.1976,16.2708,19.2955,27.8481,37.2351,18.4611
Tower Hamlets 004F,24.8234,20.7557,9.9085,3.2333,6.9881,5.1107,31.1857,28.8911,25.1363,18.6697,10.7429,13.9762,20.0256,13.1418,9.1784,11.6816,23.1546,15.2278,18.1482,26.8051,37.8609,17.3138
Tower Hamlets 004G,24.8234,20.4428,9.9085,2.9204,7.0924,5.1107,31.1857,28.5782,24.8234,18.6697,10.43,13.6633,20.0256,13.1418,8.8655,11.3687,22.8417,14.9149,17.8353,26.4922,37.548,17.0009
Tower Hamlets 005A,28.2653,19.0869,9.5956,2.1903,10.5343,3.2333,29.3083,25.032,23.989,11.3687,6.8838,10.1171,22.6331,16.5837,7.4053,10.0128,21.4858,14.4977,16.4794,26.075,34.0018,17.1052
Tower Hamlets 005B,28.2653,19.6084,9.387,2.086,10.43,3.0247,29.4126,25.1363,24.0933,11.0558,6.9881,10.2214,22.4245,16.4794,7.5096,10.5343,22.0073,14.602,17.0009,26.1793,34.1061,17.2095
Tower Hamlets 005C,27.7438,18.6697,12.8289,1.6688,10.0128,3.7548,29.6212,25.2406,23.1546,12.0988,7.0924,10.3257,22.946,16.0622,7.0924,9.6999,21.1729,14.7063,16.1665,26.2836,34.2104,17.3138
Tower Hamlets 005D,27.5352,18.6697,10.0128,2.1903,9.4913,3.6505,29.204,24.8234,23.0503,11.5773,6.6752,9.9085,23.0503,15.8536,7.0924,9.6999,21.1729,14.2891,16.1665,25.8664,33.7932,16.8966
Tower Hamlets 006A,28.2653,17.9396,10.5343,3.3376,10.2214,4.172,28.2653,23.989,22.946,10.7429,5.7365,8.9698,23.1546,12.8289,6.258,8.9698,20.4428,13.3504,15.4364,24.9277,32.9588,16.0622
Tower Hamlets 006B,27.7438,18.4611,10.1171,2.5032,9.6999,3.7548,28.7868,24.5105,23.4675,11.1601,6.3623,9.4913,23.1546,13.4547,6.8838,9.4913,20.9643,13.8719,15.9579,25.5535,33.4803,16.5837
Tower Hamlets 006C,28.161,17.9396,13.6633,2.6075,10.1171,4.6935,28.5782,24.1976,22.3202,11.0558,6.0494,9.2827,23.1546,12.8289,6.3623,8.8655,20.3385,13.6633,15.3321,25.2406,33.2717,16.2708
Tower Hamlets 006D,28.6825,18.4611,10.0128,2.8161,10.6386,3.7548,28.6825,24.4062,23.3632,10.7429,6.258,9.4913,23.1546,13.3504,6.7795,9.387,20.86,13.8719,15.8536,25.4492,33.376,16.4794
Tower Hamlets 007A,27.118,19.3998,12.0988,1.9817,9.2827,3.5462,30.0384,25.7621,23.8847,20.86,7.6139,10.8472,22.3202,15.3321,7.8225,10.43,21.903,13.8719,16.8966,25.5535,34.7319,16.0622
Tower Hamlets 007B,26.9094,19.7127,10.9515,2.2946,9.0741,3.4419,30.5599,26.1793,24.1976,19.7127,8.0311,11.2644,23.989,15.1235,8.1354,10.7429,22.2159,14.2891,17.2095,25.8664,35.2534,16.3751
Tower Hamlets 007C,26.7008,18.9826,11.6816,1.4602,8.8655,6.8838,31.4986,27.118,23.3632,20.4428,8.9698,12.2031,21.7987,14.9149,7.4053,10.0128,21.3815,13.4547,16.4794,25.1363,36.1921,15.645
Tower Hamlets 007D,27.0137,19.5041,10.5343,1.9817,9.1784,3.129,30.5599,26.2836,23.8847,19.2955,8.1354,11.2644,23.6761,15.3321,7.9268,10.43,21.903,15.645,16.8966,27.3266,35.2534,18.3568
Tower Hamlets 008A,24.3019,20.9643,9.387,3.4419,6.5709,4.5892,30.6642,29.0997,25.3449,18.1482,10.9515,14.1848,19.5041,12.6203,9.387,11.8902,23.3632,15.4364,18.3568,27.0137,38.0695,17.6267
Tower Hamlets 008B,24.3019,21.4858,9.2827,3.9634,6.4666,4.5892,30.5599,29.6212,25.8664,18.0439,11.473,14.7063,19.5041,12.6203,9.9085,12.4117,23.8847,15.9579,18.8783,27.5352,38.591,18.1482
Tower Hamlets 008C,24.7191,20.86,9.8042,3.3376,6.8838,5.0064,31.0814,28.9954,25.2406,18.5654,10.8472,14.0805,19.9213,13.0375,9.2827,11.7859,23.2589,15.3321,18.2525,26.9094,37.9652,17.5224
Tower Hamlets 008D,25.1363,22.1116,10.2214,4.7978,7.4053,5.4236,31.4986,30.4556,26.4922,18.9826,12.3074,15.5407,23.2589,13.4547,10.5343,13.0375,24.5105,15.645,19.5041,27.2223,39.5297,17.731
Tower Hamlets 008E,25.1363,21.903,10.1171,3.9634,7.301,5.4236,31.3943,29.6212,26.2836,18.8783,11.473,14.7063,23.2589,13.4547,10.3257,12.8289,24.3019,15.3321,19.2955,26.9094,39.1125,17.5224
Tower Hamlets 009A,27.4309,18.1482,13.3504,2.1903,9.387,3.9634,28.9954,24.7191,22.5288,11.6816,6.5709,9.8042,22.4245,13.0375,6.4666,9.0741,20.5471,14.1848,15.5407,25.7621,33.6889,16.7923
Tower Hamlets 009B,27.2223,18.1482,13.1418,2.086,9.1784,3.9634,28.9954,24.7191,22.5288,11.473,6.5709,9.8042,22.2159,15.5407,6.5709,9.0741,20.5471,14.1848,15.5407,25.7621,33.6889,16.7923
Tower Hamlets 009C,27.8481,17.6267,13.7676,2.6075,9.8042,4.7978,28.5782,24.1976,22.0073,11.0558,6.0494,9.2827,22.8417,12.516,6.0494,8.5526,20.0256,13.6633,15.0192,25.2406,33.1674,16.2708
Tower Hamlets 009D,28.161,17.8353,13.7676,2.2946,10.1171,4.6935,28.7868,24.5105,22.3202,11.473,6.258,9.4913,23.0503,12.8289,6.258,8.8655,20.3385,13.8719,15.3321,25.5535,33.4803,16.5837
Tower Hamlets 010A,25.7621,19.0869,10.8472,1.5645,7.9268,6.0494,32.1244,27.2223,23.4675,19.6084,9.0741,12.3074,20.9643,14.0805,7.5096,10.0128,21.4858,13.559,16.4794,25.1363,36.1921,15.645
Tower Hamlets 010B,26.1793,18.9826,11.2644,1.4602,8.4483,6.4666,31.4986,27.118,23.3632,20.0256,8.9698,12.2031,21.3815,14.4977,7.4053,9.9085,21.3815,13.4547,16.3751,25.032,36.0878,15.645
Tower Hamlets 010C,25.9707,19.1912,10.9515,1.6688,8.1354,6.258,32.2287,27.3266,23.5718,19.7127,9.1784,12.4117,21.0686,14.1848,7.6139,10.2214,21.5901,13.6633,16.688,25.2406,36.4007,15.8536
Tower Hamlets 010E,26.2836,19.1912,11.3687,1.7731,8.5526,6.5709,32.6459,27.4309,23.6761,20.1299,9.1784,12.4117,21.4858,14.602,7.6139,10.2214,21.6944,13.6633,16.688,25.3449,36.4007,15.8536
Tower Hamlets 010F,26.8051,19.817,10.6386,2.2946,8.9698,3.2333,30.5599,26.2836,24.1976,19.3998,8.1354,11.3687,23.6761,15.1235,8.2397,10.7429,22.2159,14.2891,17.2095,25.8664,35.2534,16.4794
Tower Hamlets 011A,26.5965,18.4611,11.5773,0.9387,8.7612,6.8838,30.9771,26.5965,22.8417,20.3385,8.4483,11.6816,21.6944,14.8106,6.8838,9.4913,20.9643,12.9332,15.9579,24.6148,35.6706,15.1235
Tower Hamlets 011B,27.118,19.3998,12.0988,1.9817,9.2827,4.2763,30.6642,26.3879,23.7804,20.86,8.2397,11.473,22.3202,15.3321,7.8225,10.43,21.903,13.8719,16.8966,25.5535,35.3577,16.0622
Tower Hamlets 011D,26.7008,18.5654,12.7246,1.043,8.5526,3.6505,29.9341,25.6578,22.946,11.7859,7.4053,10.6386,21.5901,14.9149,6.9881,9.4913,20.9643,13.0375,15.9579,24.6148,34.6276,15.1235
Tower Hamlets 011F,26.5965,18.4611,11.5773,0.9387,8.7612,6.8838,30.9771,26.5965,22.8417,20.3385,8.4483,11.6816,21.6944,14.8106,6.8838,9.4913,20.9643,12.9332,15.9579,24.6148,35.6706,15.1235
Tower Hamlets 012A,25.3449,21.903,10.43,3.9634,7.6139,5.6322,31.7072,29.6212,26.2836,19.1912,11.473,14.7063,20.5471,13.6633,10.3257,12.9332,24.4062,15.4364,19.3998,27.0137,39.1125,17.6267
Tower Hamlets 012B,25.4492,21.5901,10.5343,3.9634,5.7365,5.7365,31.8115,29.6212,25.9707,19.2955,11.473,14.602,18.774,13.7676,10.0128,12.516,23.989,15.0192,18.9826,26.5965,38.7996,17.2095
Tower Hamlets 012C,23.5718,21.4858,10.5343,3.8591,5.4236,5.8408,31.8115,29.5169,25.8664,19.2955,11.2644,14.4977,18.4611,11.7859,9.8042,12.4117,23.8847,14.9149,18.8783,26.4922,38.6953,17.1052
Tower Hamlets 012D,24.8234,20.5471,9.8042,3.0247,6.9881,5.1107,31.0814,28.6825,24.9277,18.5654,10.5343,13.7676,20.0256,13.1418,8.9698,11.473,22.946,15.0192,17.9396,26.5965,37.6523,17.2095
Tower Hamlets 012E,25.032,20.2342,10.1171,2.7118,7.1967,5.3193,31.3943,28.3696,24.6148,18.8783,10.2214,13.4547,20.2342,13.3504,8.6569,11.1601,22.6331,14.7063,17.6267,26.2836,37.3394,16.8966
Tower Hamlets 013A,26.8051,17.9396,13.1418,1.5645,8.7612,4.6935,29.7255,25.4492,22.4245,12.4117,7.1967,10.43,21.7987,15.1235,6.3623,8.9698,20.4428,12.4117,15.4364,24.0933,34.419,14.602
Tower Hamlets 013B,26.2836,18.1482,12.3074,0.6258,8.2397,4.0677,30.6642,26.2836,22.5288,21.0686,8.1354,11.3687,21.1729,14.602,6.5709,9.1784,20.5471,12.6203,15.645,24.3019,35.3577,14.8106
Tower Hamlets 013C,26.075,18.0439,12.2031,0.5215,8.0311,4.172,30.4556,26.1793,22.4245,20.9643,8.0311,11.2644,21.0686,14.3934,6.4666,8.9698,20.4428,12.516,15.4364,24.0933,35.1491,14.602
Tower Hamlets 013D,28.161,18.4611,13.1418,1.9817,9.2827,4.0677,29.5169,25.1363,22.8417,11.9945,6.9881,10.2214,22.2159,16.3751,6.8838,9.4913,20.86,14.602,15.9579,26.1793,34.2104,17.2095
Tower Hamlets 014A,25.8664,19.9213,10.9515,2.3989,7.301,6.1537,32.2287,28.0567,24.3019,19.7127,9.9085,13.1418,20.2342,14.1848,8.344,10.8472,22.3202,14.3934,17.3138,25.9707,37.0265,16.5837
Tower Hamlets 014B,24.5105,19.9213,10.9515,2.3989,6.4666,6.258,32.2287,28.0567,24.3019,19.7127,9.9085,13.1418,19.5041,12.8289,8.344,10.9515,22.4245,14.3934,17.4181,26.075,37.1308,16.5837
Tower Hamlets 014C,24.3019,20.86,11.7859,3.2333,6.1537,6.9881,33.0631,28.8911,25.2406,20.5471,10.7429,13.9762,19.1912,12.516,9.2827,11.7859,23.2589,14.2891,18.2525,25.9707,38.0695,16.4794
Tower Hamlets 014D,24.3019,20.86,10.9515,3.3376,6.258,6.258,32.2287,28.8911,25.3449,19.7127,10.7429,13.9762,19.1912,12.6203,9.2827,11.8902,23.3632,14.3934,18.3568,25.9707,38.0695,16.5837
Tower Hamlets 014E,23.8847,20.4428,11.6816,3.129,5.7365,6.8838,32.9588,28.4739,24.8234,20.4428,10.3257,13.559,18.774,12.0988,8.8655,11.3687,22.8417,13.8719,17.8353,25.5535,37.6523,16.0622
Tower Hamlets 015A,26.9094,17.731,13.2461,1.6688,8.8655,8.5526,29.204,24.9277,22.1116,12.516,6.7795,10.0128,21.7987,12.2031,6.1537,8.7612,20.1299,12.2031,15.2278,23.7804,33.8975,14.3934
Tower Hamlets 015B,27.118,18.3568,13.8719,2.2946,9.0741,6.258,28.4739,24.1976,22.8417,11.7859,6.0494,9.2827,22.1116,11.7859,6.7795,9.387,20.86,13.559,15.8536,25.2406,33.1674,16.2708
Tower Hamlets 015C,26.8051,17.8353,13.1418,1.5645,8.7612,4.9021,29.204,24.8234,22.2159,12.516,6.6752,9.9085,21.7987,15.1235,6.1537,8.7612,20.2342,14.2891,15.2278,25.8664,33.8975,16.8966
Tower Hamlets 015D,26.5965,17.4181,12.9332,1.3559,8.5526,8.1354,29.3083,25.032,21.7987,12.6203,6.8838,10.1171,21.4858,11.8902,5.8408,8.344,19.817,11.8902,14.8106,23.4675,34.0018,14.0805
